index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,days_since_start,sales,date
30258,158,3,681,1,1,0,1,470,7511.081414573122,2014-04-16
219501,66,5,522,1,0,0,1,878,5525.890687559916,2015-05-29
528607,76,2,1080,1,1,0,0,210,9745.269040876445,2013-07-30
397525,572,3,458,1,0,0,0,288,4514.244091555387,2013-10-16
314281,184,6,510,1,0,0,0,648,4949.700405873548,2014-10-11
489418,1034,5,775,1,1,0,0,339,8719.511771259517,2013-12-06
182776,559,7,0,0,0,0,0,222,0.0,2013-08-11
335928,862,2,1561,1,0,0,1,721,14777.607451319924,2014-12-23
198358,171,2,962,1,1,0,0,679,8927.18313400389,2014-11-11
400219,33,7,0,0,0,0,0,705,0.0,2014-12-07
427476,936,4,963,1,1,0,0,695,9269.40748958167,2014-11-27
31892,948,2,1682,1,1,0,0,413,6653.314428571428,2014-02-18
109374,371,6,551,1,0,0,0,123,5719.397467973412,2013-05-04
385320,242,1,378,1,1,0,0,489,4540.878337473069,2014-05-05
517169,133,5,622,1,0,0,0,381,5418.551170595672,2014-01-17
369733,1031,1,681,1,1,0,0,713,7496.341275661077,2014-12-15
71343,850,4,710,1,1,0,0,37,6437.9916422264105,2013-02-07
42363,860,5,833,1,1,0,0,885,9048.737939437066,2015-06-05
612665,836,6,301,1,0,0,0,186,2565.7068044207253,2013-07-06
428563,965,6,908,1,0,0,0,333,7845.198618834661,2013-11-30
610249,1096,1,763,1,1,0,0,755,6851.033296703649,2015-01-26
669222,504,3,836,1,1,0,1,610,7774.336032870332,2014-09-03
484348,230,1,1327,1,0,0,1,363,10584.425483130362,2013-12-30
194089,826,1,1170,1,1,0,0,335,11525.654735930735,2013-12-02
328888,975,2,767,1,1,0,1,210,8043.0847520542175,2013-07-30
485880,602,2,547,1,0,0,1,665,5122.185014141763,2014-10-28
699868,953,5,553,1,1,0,0,626,5581.389119315396,2014-09-19
265929,187,6,491,1,0,0,0,305,4933.997402013632,2013-11-02
154648,792,5,599,1,0,0,0,290,5289.021125890874,2013-10-18
376328,1035,4,744,1,1,0,0,695,7655.364218943014,2014-11-27
530275,523,3,1515,1,1,0,1,939,13189.76629000356,2015-07-29
441109,723,4,461,1,0,0,1,93,4742.62954199917,2013-04-04
26050,1025,7,0,0,0,0,0,145,0.0,2013-05-26
247671,18,7,0,0,0,0,0,733,0.0,2015-01-04
615467,997,3,378,1,1,0,1,610,4948.554666666667,2014-09-03
267972,400,6,805,1,0,0,0,277,6562.56104647647,2013-10-05
22318,1047,2,491,1,0,0,0,189,4348.329624208943,2013-07-09
430083,819,1,472,1,0,0,0,244,4451.632918049917,2013-09-02
510014,668,1,1562,1,1,0,0,517,11964.811352017283,2014-06-02
343803,585,4,666,1,0,0,0,751,4819.413390122878,2015-01-22
85161,99,1,404,1,0,0,0,433,3916.6574178611486,2014-03-10
505852,965,6,847,1,0,0,0,690,7679.138745088507,2014-11-22
266131,590,4,376,1,1,0,0,51,4720.916147028339,2013-02-21
397091,709,2,1682,1,1,0,0,882,13949.212092161464,2015-06-02
112013,58,7,0,0,0,0,0,292,0.0,2013-10-20
492019,409,7,0,0,0,0,0,404,0.0,2014-02-09
73240,850,6,826,1,0,0,0,823,7587.368938044892,2015-04-04
203948,1058,3,737,1,1,0,0,64,7425.874976853063,2013-03-06
603210,1067,7,0,0,0,0,0,467,0.0,2014-04-13
82813,777,1,0,0,0,2,1,475,0.0,2014-04-21
634511,155,3,632,1,1,0,0,505,6763.126829965667,2014-05-21
28171,598,1,871,1,1,0,0,909,9828.368683204983,2015-06-29
198571,493,2,902,1,1,0,0,546,9068.874010999676,2014-07-01
70073,628,7,0,0,0,0,1,579,0.0,2014-08-03
551321,524,1,1193,1,0,0,1,363,11837.515244755245,2013-12-30
509286,966,4,585,1,0,0,1,93,4711.2337655589035,2013-04-04
24413,1022,5,791,1,0,0,1,360,6791.892454802242,2013-12-27
367168,380,3,1720,1,1,0,0,428,19191.54097959184,2014-03-05
103724,132,3,579,1,1,0,0,743,6040.881450838881,2015-01-14
704886,400,5,999,1,0,0,0,906,7473.532914129246,2015-06-26
568270,988,4,790,1,1,0,0,240,6772.36657478861,2013-08-29
627934,906,2,1476,1,1,0,0,77,13475.897256062297,2013-03-19
520091,1028,2,689,1,1,0,0,308,6359.825107322972,2013-11-05
505933,1100,6,484,1,0,0,0,81,3874.941799318678,2013-03-23
67603,759,1,607,1,0,0,0,13,4900.117878485603,2013-01-14
96570,223,1,716,1,0,0,0,664,6650.487725323123,2014-10-27
696883,936,7,0,0,0,0,0,803,0.0,2015-03-15
216455,780,6,341,1,0,0,0,921,3274.037521682466,2015-07-11
472114,259,5,2677,1,1,0,0,696,13446.18774389756,2014-11-28
437836,131,6,582,1,0,0,0,312,5548.148748383331,2013-11-09
467331,251,3,2241,1,1,0,0,757,17261.074807795376,2015-01-28
423483,1079,6,517,1,0,0,0,746,5658.698241176642,2015-01-17
533535,1003,3,1029,1,1,0,0,428,11138.21239762134,2014-03-05
82465,980,4,450,1,0,0,0,247,4579.732708023377,2013-09-05
245480,654,2,766,1,1,0,0,756,7774.089882852923,2015-01-27
155723,966,4,517,1,0,0,1,205,4202.404256160928,2013-07-25
167485,1020,1,929,1,0,0,0,629,7169.327403251518,2014-09-22
574217,969,3,610,1,1,0,0,442,5032.6572938705485,2014-03-19
307718,1038,2,490,1,0,0,1,826,4715.124142264092,2015-04-07
250666,516,3,453,1,0,0,1,554,4369.131051721236,2014-07-09
233447,733,1,3171,1,0,0,0,13,13976.85455782313,2013-01-14
9408,595,6,1881,1,0,0,0,515,15812.943622448984,2014-05-31
532318,260,3,962,1,1,0,1,561,8258.739387503518,2014-07-16
213221,768,6,1251,1,0,0,0,32,10607.241045177878,2013-02-02
149118,940,1,627,1,0,0,0,13,5472.173541975271,2013-01-14
643815,364,4,563,1,0,0,0,177,5076.189965428682,2013-06-27
205464,506,3,763,1,0,0,1,932,6391.165828926863,2015-07-22
172737,671,3,507,1,1,0,1,148,5590.876566057548,2013-05-29
358803,300,6,862,1,0,0,0,753,6858.389767772783,2015-01-24
432064,84,2,1563,1,1,0,0,532,14976.552902429348,2014-06-17
243176,219,4,455,1,1,0,0,856,3750.1955883045653,2015-05-07
165487,934,5,764,1,1,0,0,80,7506.0422155500455,2013-03-22
206630,125,3,1906,1,1,0,1,820,16397.297769423563,2015-04-01
380228,176,3,757,1,1,0,0,337,7950.737711024982,2013-12-04
278339,223,2,675,1,0,0,0,329,6142.354682143268,2013-11-26
125602,326,1,429,1,1,0,0,559,5555.866814992761,2014-07-14
707930,339,2,745,1,1,0,0,238,5662.576066626037,2013-08-27
647013,872,3,659,1,0,0,1,827,6726.693990058714,2015-04-08
404917,579,7,0,0,0,0,0,691,0.0,2014-11-23
607690,974,5,1599,1,0,0,0,423,11238.617318333714,2014-02-28
63394,979,7,0,0,0,0,0,831,0.0,2015-04-12
334403,880,3,806,1,1,0,0,519,7965.362009173158,2014-06-04
440195,910,7,0,0,0,0,0,89,0.0,2013-03-31
87636,1084,6,614,1,0,0,0,914,5928.122995627157,2015-07-04
189540,92,5,453,1,0,0,0,892,4385.136026385755,2015-06-12
18218,14,6,402,1,0,0,0,900,4025.9238000874534,2015-06-20
396021,587,1,960,1,0,0,1,363,7755.916668724337,2013-12-30
442052,230,4,856,1,1,0,0,296,7292.523438789351,2013-10-24
397202,689,6,589,1,0,0,0,438,5474.612561871047,2014-03-15
251121,599,1,1096,1,1,0,0,132,10181.907900273245,2013-05-13
463013,596,7,0,0,0,0,0,355,0.0,2013-12-22
655331,576,1,749,1,0,0,0,69,5749.023586313761,2013-03-11
327407,141,4,493,1,0,0,0,541,4782.680157322493,2014-06-26
355157,751,1,0,0,0,2,1,475,0.0,2014-04-21
654124,877,5,925,1,0,0,0,59,6896.289826054137,2013-03-01
602473,375,2,948,1,1,0,0,112,9186.440025872573,2013-04-23
414480,230,1,988,1,0,0,0,706,8027.160711726182,2014-12-08
574764,545,3,1087,1,1,0,0,386,11097.119993438186,2014-01-22
136740,1022,1,1093,1,1,0,0,62,9581.98052965405,2013-03-04
240843,597,3,756,1,1,0,1,596,5571.43307253711,2014-08-20
130323,559,7,0,0,0,0,0,523,0.0,2014-06-08
688030,1024,6,825,1,0,0,0,928,6314.204915370669,2015-07-18
43133,36,2,1205,1,1,0,0,805,11301.805778150554,2015-03-17
172856,702,2,351,1,1,0,1,147,4279.8247698568875,2013-05-28
446048,623,7,0,0,0,0,0,40,0.0,2013-02-10
36534,105,4,483,1,0,0,0,289,4554.635014069972,2013-10-17
612801,902,2,648,1,1,0,0,322,5274.954859972405,2013-11-19
256750,11,6,786,1,0,0,0,830,6427.786776135742,2015-04-11
623446,1039,5,629,1,0,0,0,178,5558.086822631791,2013-06-28
63314,102,1,1174,1,1,0,0,776,9866.477425809928,2015-02-16
238452,543,5,175,1,0,0,1,290,1681.8067648023314,2013-10-18
43919,827,4,1910,1,0,0,1,366,14384.228931100644,2014-01-02
258378,110,3,647,1,1,0,0,645,6585.844745744092,2014-10-08
59774,945,1,698,1,1,0,1,734,7586.834724913187,2015-01-05
31637,582,3,749,1,0,0,0,435,6149.555958177168,2014-03-12
673741,554,4,428,1,0,0,0,380,3988.3157037495967,2014-01-16
659942,486,2,384,1,0,0,1,553,3224.8364679189713,2014-07-08
349639,637,6,520,1,0,0,0,410,4924.406262505206,2014-02-15
394865,806,5,578,1,0,0,0,395,6459.910173100104,2014-01-31
255648,887,6,462,1,0,0,0,536,4466.359745226688,2014-06-21
379128,374,6,668,1,0,0,0,823,7217.869775141931,2015-04-04
540897,1025,5,804,1,0,0,1,3,6265.389190509619,2013-01-04
662220,638,2,431,1,0,0,1,217,4655.623583345694,2013-08-06
160268,123,6,490,1,0,0,0,858,4655.1898228931,2015-05-09
654290,905,4,1108,1,1,0,0,779,8091.061844229503,2015-02-19
599039,536,5,989,1,0,0,1,94,8629.383941637276,2013-04-05
651027,763,7,0,0,0,0,0,761,0.0,2015-02-01
553569,191,6,694,1,0,0,0,221,6524.679743750061,2013-08-10
271750,957,4,948,1,1,0,0,415,9074.7766818368,2014-02-20
709864,268,4,618,1,1,0,0,884,6409.712631810531,2015-06-04
300796,654,6,266,1,0,0,0,249,2586.5574690071485,2013-09-07
413674,612,6,388,1,0,0,0,249,5313.424814336655,2013-09-07
8402,747,3,567,1,0,0,1,603,5531.524765890727,2014-08-27
310059,656,6,380,1,0,0,0,137,2907.1406976288263,2013-05-18
319105,368,5,592,1,0,0,1,94,6967.96717841638,2013-04-05
689752,959,3,552,1,0,0,0,260,5008.358315593119,2013-09-18
516276,329,2,708,1,1,0,0,763,7996.957707726209,2015-02-03
338342,97,3,535,1,0,0,1,932,4840.724186906251,2015-07-22
666229,314,2,661,1,1,0,1,224,7189.2956336070865,2013-08-13
8353,463,7,0,0,0,0,0,740,0.0,2015-01-11
386012,258,1,0,0,0,1,0,139,0.0,2013-05-20
471619,283,3,621,1,0,0,0,316,5781.646254768544,2013-11-13
612347,556,1,754,1,0,0,0,104,5972.377702279496,2013-04-15
514445,388,5,1211,1,1,0,0,388,10784.42461076222,2014-01-24
396179,67,3,837,1,1,0,1,610,8614.674072804864,2014-09-03
590638,725,5,677,1,1,0,0,745,7176.295046201959,2015-01-16
683448,219,4,416,1,1,0,0,156,3231.520342677531,2013-06-06
218062,1077,2,479,1,0,0,0,770,4283.787627612737,2015-02-10
706606,322,4,589,1,0,0,0,142,5359.472279060769,2013-05-23
453487,814,3,581,1,1,0,1,50,6027.77808349888,2013-02-20
240904,134,7,0,0,0,0,0,180,0.0,2013-06-30
326681,54,4,657,1,0,0,0,191,6204.749071401133,2013-07-11
272937,662,5,854,1,1,0,0,115,8766.402775338138,2013-04-26
11415,126,7,0,0,0,0,0,838,0.0,2015-04-19
436957,1001,6,471,1,0,0,0,333,4385.312429305674,2013-11-30
171033,657,4,598,1,0,0,0,408,4869.402977366978,2014-02-13
632521,590,4,319,1,0,0,0,72,3332.8989014862564,2013-03-14
179002,193,3,0,0,0,3,1,358,0.0,2013-12-25
345971,168,6,465,1,0,0,0,263,4530.350709834588,2013-09-21
463457,16,1,839,1,0,0,0,202,6718.272379221317,2013-07-22
674866,244,1,738,1,1,0,0,34,7691.52885465921,2013-02-04
479231,545,7,0,0,0,0,0,768,0.0,2015-02-08
369184,1032,6,492,1,0,0,0,18,4596.4841268238315,2013-01-19
564608,290,5,987,1,1,0,0,150,9218.643930395676,2013-05-31
421305,548,4,335,1,1,0,0,23,4275.8340798034,2013-01-24
312789,733,1,3508,1,1,0,1,580,16709.15752380952,2014-08-04
548456,654,4,716,1,1,0,0,156,6892.24440794008,2013-06-06
195259,272,6,377,1,0,0,0,123,3744.7756674313214,2013-05-04
669573,1017,3,1176,1,1,0,0,78,8831.792634043379,2013-03-20
599293,708,2,462,1,1,0,0,504,4361.440182397937,2014-05-20
33900,819,4,454,1,1,0,0,737,5617.932825050063,2015-01-08
74619,99,3,372,1,0,0,0,176,3659.1535720819097,2013-06-26
284898,982,2,710,1,0,0,0,343,6536.069639853878,2013-12-10
402135,683,5,0,0,1,2,1,822,0.0,2015-04-03
447277,194,3,373,1,0,0,0,288,3759.1951850075006,2013-10-16
588164,853,2,1201,1,1,0,0,910,12444.494234887543,2015-06-30
456931,53,1,650,1,1,0,1,482,6923.243552690923,2014-04-28
221701,281,4,508,1,1,0,0,37,5882.201985298596,2013-02-07
535271,101,2,879,1,1,0,0,609,8976.613570034457,2014-09-02
171677,440,5,769,1,1,0,1,885,7905.790053362182,2015-06-05
226127,994,2,435,1,1,0,0,441,4652.828130637712,2014-03-18
414979,168,2,930,1,1,0,1,210,9864.493509836111,2013-07-30
500051,48,7,0,0,0,0,0,299,0.0,2013-10-27
329177,652,6,501,1,0,0,0,410,4723.810450493727,2014-02-15
541113,934,6,474,1,0,0,0,375,4473.008440349763,2014-01-11
124681,223,6,589,1,0,0,0,452,5243.964363718265,2014-03-29
284177,378,5,0,0,0,3,1,724,0.0,2014-12-26
90749,865,3,624,1,1,0,0,197,7362.538633564793,2013-07-17
237894,466,5,861,1,0,0,0,395,7010.721657311867,2014-01-31
506152,789,5,546,1,0,0,0,409,4642.045342500832,2014-02-14
622882,61,7,0,0,0,0,0,887,0.0,2015-06-07
34430,765,4,1068,1,1,0,0,352,11845.429489569973,2013-12-19
268594,673,1,500,1,0,0,0,783,4936.984186729393,2015-02-23
368485,258,3,444,1,0,0,0,540,4272.294648882207,2014-06-25
602478,740,3,499,1,1,0,0,645,6681.009810030592,2014-10-08
202788,1080,1,764,1,0,0,0,258,8269.92038095238,2013-09-16
675955,918,5,661,1,1,0,0,535,6304.851420414474,2014-06-20
611958,857,6,1004,1,0,0,0,172,7616.362347384634,2013-06-22
597571,837,1,482,1,1,0,0,181,3313.0116386564036,2013-07-01
317074,516,7,0,0,0,0,0,789,0.0,2015-03-01
380943,446,2,505,1,0,0,0,511,4755.440466499229,2014-05-27
649251,835,4,0,0,1,1,0,149,0.0,2013-05-30
386136,140,7,0,0,0,0,0,33,0.0,2013-02-03
411910,207,3,1584,1,1,0,0,225,13938.857486140834,2013-08-14
119756,961,4,668,1,1,0,0,758,6435.908063848269,2015-01-29
251963,772,2,507,1,1,0,0,441,3899.132662736587,2014-03-18
292719,1089,2,1050,1,1,0,0,609,10602.162922735577,2014-09-02
77065,521,3,421,1,1,0,0,428,5547.825608189289,2014-03-05
206967,823,5,600,1,0,0,0,381,5533.051807962986,2014-01-17
521339,436,6,426,1,0,0,0,256,3630.312611592331,2013-09-14
363365,483,7,0,0,0,0,0,432,0.0,2014-03-09
481077,215,2,333,1,0,0,0,448,3471.971145017803,2014-03-25
711386,109,5,802,1,0,0,0,878,7355.120858494147,2015-05-29
66970,858,1,590,1,1,0,0,349,6756.814141663269,2013-12-16
435729,425,4,501,1,1,0,0,793,5111.879146741887,2015-03-05
426284,357,5,905,1,0,0,1,934,7272.647526228308,2015-07-24
435236,255,1,575,1,1,0,0,762,6265.275585448042,2015-02-02
199039,798,6,343,1,0,0,0,767,3098.53516793176,2015-02-07
99250,366,6,304,1,0,0,0,81,2900.6314085118433,2013-03-23
580140,534,2,510,1,0,0,1,826,5341.3290748357485,2015-04-07
254820,179,5,1176,1,1,0,0,535,11279.107901862646,2014-06-20
155130,258,2,464,1,0,0,1,245,4375.497267039262,2013-09-03
503682,693,5,384,1,0,0,1,605,4428.222858448497,2014-08-29
288534,999,4,685,1,1,0,1,296,8057.803730250169,2013-10-24
67050,834,6,492,1,0,0,0,473,4383.8322244769915,2014-04-19
174771,512,4,1410,1,0,0,1,303,7643.597020060838,2013-10-31
442288,818,2,662,1,1,0,0,112,6413.840374673943,2013-04-23
606734,534,6,606,1,0,0,0,284,5608.9125054987135,2013-10-12
431156,1084,2,1099,1,1,0,0,350,11498.22968584357,2013-12-17
424121,34,2,861,1,0,0,0,798,7351.154017531727,2015-03-10
557753,101,4,686,1,0,0,0,450,6246.9932367547935,2014-03-27
520831,187,1,885,1,1,0,0,790,8523.427526199892,2015-03-02
376589,20,1,1041,1,1,0,0,265,9070.141248429301,2013-09-23
7670,828,7,0,0,0,0,0,663,0.0,2014-10-26
303546,434,1,823,1,1,0,1,223,9344.347263962192,2013-08-12
236740,738,1,864,1,1,0,0,853,9529.771513021156,2015-05-04
145734,351,5,569,1,1,0,0,430,6310.035996157016,2014-03-07
